561,33,20,118,123,119,120,26,657,55,33,33,103,116,118,33,4,102,657,119
657,20,86,33,7,657,103,88,26,87,7,123,119,27,657,4,70,23,657,657
33,87,123,33,71,119,123,119,91,100,69,102,120,90,100,70,123,87,33,657
23,103,116,117,118,27,657,33,23,657,123,119,33,119,657,116,118,123,657,119
87,657,103,657,657,91,103,657,55,33,100,102,123,103,33,4,102,657,123,7
657,33,33,123,103,33,120,122,87,33,119,27,119,657,33,71,119,657,657,71
33,23,33,116,118,33,657,119,657,33,103,91,657,33,657,33,123,33,23,657
214,373,657,657,100,102,657,657,33,657,33,116,118,657,657,33,7,33,87,103
246,247,33,120,122,33,103,657,116,118,4,102,123,103,657,198,357,657,657,119
33,657,657,657,33,103,119,657,27,33,71,119,33,119,33,196,229,33,657,657
27,33,657,123,119,657,657,120,90,33,119,103,23,33,657,230,231,657,27,33
91,23,123,657,123,33,33,103,23,123,103,116,54,7,123,33,27,33,91,103
116,85,21,118,33,657,33,123,87,657,119,103,87,39,119,657,56,122,657,123
33,103,87,103,657,103,657,7,33,103,120,122,100,38,657,24,90,33,33,657
103,119,24,122,23,120,26,39,33,119,657,103,657,71,119,91,7,123,657,33
33,33,59,657,55,33,59,356,199,657,123,657,7,657,123,33,71,116,117,118
33,120,90,7,84,118,91,230,325,119,33,123,71,33,33,33,657,4,102,657
103,23,33,71,657,100,102,123,36,102,657,33,657,103,33,27,100,70,33,657
116,86,33,123,119,27,119,100,70,119,27,33,33,123,103,88,122,657,657,123
103,33,103,33,33,88,122,33,657,657,59,33,657,103,33,33,33,119,103,561
