593,39,657,657,103,55,103,119,33,33,657,116,118,657,103,123,4,101,102,119
123,71,119,33,123,55,657,103,123,119,657,103,123,657,657,657,71,33,657,33
33,120,25,122,657,87,33,119,33,103,116,118,657,103,119,657,23,657,7,657
33,103,91,657,123,103,33,103,23,33,123,657,33,123,103,657,87,100,70,33
116,118,33,33,119,657,123,657,84,21,118,7,116,118,33,33,33,123,657,103
103,123,33,657,103,657,116,22,657,87,657,71,123,33,103,657,123,33,33,657
33,100,6,123,657,657,657,87,657,100,102,123,657,33,119,33,119,100,6,119
33,657,68,6,33,33,103,657,123,33,23,103,123,657,103,33,103,119,68,102
119,657,33,68,102,120,122,119,103,27,87,657,657,120,122,33,33,657,657,123
24,122,119,657,119,657,103,33,657,91,33,103,123,657,657,123,33,119,123,33
59,33,33,33,120,122,119,27,103,33,23,33,33,123,33,33,119,100,6,33
91,33,120,26,119,4,102,91,33,7,87,7,27,103,116,118,33,123,68,6
657,23,103,91,100,70,33,33,657,71,657,39,88,122,100,6,119,33,119,71
33,87,657,33,33,119,33,657,657,33,33,71,33,119,27,68,101,101,102,657
33,33,123,119,103,657,657,657,33,657,657,23,33,120,90,116,117,118,33,103
123,657,119,657,218,219,33,119,27,33,103,87,123,33,657,103,33,657,103,123
116,118,33,120,184,251,4,102,91,119,33,33,119,123,119,24,122,657,33,33
657,33,116,118,91,100,70,33,657,33,657,33,657,103,657,91,100,102,33,27
657,7,33,657,103,657,33,33,119,657,103,23,103,33,23,33,119,657,119,59
119,68,102,33,33,657,119,123,33,123,33,84,118,33,55,33,33,33,33,91
