123,100,102,119,123,33,103,119,657,119,103,657,33,119,657,657,33,103,119,7
657,657,33,103,657,7,657,120,122,33,123,100,101,102,33,33,27,657,657,71
33,33,27,657,657,71,119,657,657,103,33,33,27,214,215,657,91,119,33,123
657,33,91,657,123,657,103,657,657,657,123,33,91,340,247,33,103,657,657,23
657,123,657,100,102,33,116,22,218,219,657,657,103,87,657,103,33,119,103,87
123,119,33,123,33,103,33,55,250,185,122,33,657,120,121,122,33,657,119,657
119,103,33,119,103,33,123,84,22,91,33,33,103,657,657,33,33,33,123,33
33,657,33,33,120,122,119,33,87,33,23,27,657,103,657,657,119,33,119,123
119,123,33,116,118,657,120,122,657,657,87,56,122,657,33,33,33,23,123,33
100,6,657,33,103,27,657,657,33,119,120,90,657,33,103,123,33,55,33,119
23,68,102,123,33,56,122,103,119,657,657,33,119,123,119,33,123,55,33,33
87,33,123,33,657,91,33,657,100,101,6,27,657,33,123,119,7,55,103,33
657,123,33,657,33,657,33,657,657,657,71,91,657,103,657,27,71,87,33,33
123,33,33,27,119,657,103,657,33,7,123,33,23,657,657,91,657,123,657,33
119,7,33,91,657,33,23,120,122,71,119,103,87,103,119,7,27,33,123,7
657,36,102,119,7,33,87,33,33,657,33,33,123,657,27,71,91,23,33,71
119,39,123,657,39,33,123,119,27,657,7,119,657,103,91,657,103,87,657,119
4,70,33,119,71,33,100,102,88,122,71,657,103,657,657,33,657,120,122,7
39,657,657,657,33,657,657,657,657,657,657,103,123,657,23,103,20,118,100,70
68,102,119,123,657,123,119,123,103,33,123,33,103,33,55,33,55,103,123,33
