119,59,657,123,119,123,33,123,103,119,123,119,123,103,59,33,123,119,33,657
120,90,33,33,657,103,657,657,657,103,657,33,103,119,88,122,119,33,103,123
23,33,119,123,103,119,657,4,102,33,119,120,122,657,119,657,103,119,33,657
55,33,103,33,123,657,33,71,123,119,657,100,102,657,123,657,123,198,199,23
55,123,119,657,33,119,33,27,103,657,33,657,33,657,657,123,33,196,229,87
87,657,657,23,103,33,120,90,657,103,123,33,119,103,123,103,123,230,231,657
33,657,657,55,33,33,33,33,27,657,33,123,657,657,103,33,33,27,119,123
120,121,122,87,657,103,33,33,91,33,103,116,118,27,657,657,103,91,33,33
657,119,657,657,27,657,119,657,119,33,119,33,657,59,657,119,657,657,33,7
119,100,102,120,90,100,102,33,7,33,103,657,657,88,121,26,103,33,657,71
33,33,33,33,23,120,122,33,71,33,119,33,657,33,119,88,26,657,33,27
33,33,123,657,87,103,116,118,33,33,123,100,101,102,123,23,88,122,103,91
33,657,657,33,657,33,657,103,33,123,33,657,23,33,33,84,118,657,33,33
119,657,116,118,100,102,657,119,123,33,123,33,55,33,119,657,103,657,123,33
33,33,27,33,657,33,120,122,119,100,101,102,87,7,657,33,119,33,103,33
33,7,59,103,119,100,102,33,120,121,122,33,100,70,123,33,657,33,123,103
123,71,91,657,657,24,121,122,103,119,33,119,27,119,657,33,657,123,33,23
103,123,33,119,103,59,657,657,120,26,119,103,91,7,33,27,119,103,657,87
123,119,657,33,33,91,100,102,657,91,657,657,23,39,119,59,33,33,103,657
103,657,120,122,103,119,123,657,657,119,123,103,55,39,33,88,122,116,118,33
