561,33,33,119,39,55,100,101,6,657,123,33,119,59,33,33,103,120,26,103
657,33,33,123,71,87,123,33,71,123,7,119,33,91,657,123,657,119,91,119
103,657,103,657,657,657,657,123,657,657,71,123,33,103,123,103,33,123,657,123
33,23,657,123,33,33,100,102,657,657,657,103,33,119,33,119,657,657,123,33
116,54,657,33,23,657,116,118,657,119,33,33,119,33,657,103,33,33,33,657
123,84,118,33,87,657,120,121,122,103,27,103,33,123,103,33,657,116,118,33
657,657,123,119,103,119,657,657,657,657,91,33,657,33,23,657,657,33,123,657
657,103,33,123,23,123,119,33,123,103,657,33,103,123,55,123,116,118,7,657
123,119,100,6,87,657,657,116,21,118,657,119,123,116,86,33,657,123,71,119
103,33,123,68,102,33,33,657,55,657,657,103,657,103,33,33,103,33,33,27
119,103,33,657,119,123,33,657,84,118,657,657,33,33,27,23,657,103,657,91
33,657,100,102,33,119,33,33,33,103,657,33,103,120,90,87,103,657,33,33
657,657,657,123,103,33,24,121,122,657,33,119,657,33,657,657,20,118,33,123
103,116,118,103,657,119,91,657,119,100,101,102,119,33,119,123,87,33,103,33
33,33,657,657,657,657,33,33,27,116,118,33,33,33,100,6,123,657,120,26
119,4,101,101,102,123,657,119,91,33,657,103,33,103,119,71,119,103,657,91
100,70,33,33,119,103,119,657,33,123,103,119,123,657,33,33,24,122,103,657
33,123,33,33,657,123,33,33,27,657,657,103,33,123,103,33,91,657,119,657
657,23,123,657,657,33,33,657,91,103,657,123,119,657,657,7,657,657,123,119
33,55,103,116,118,33,103,116,118,123,119,33,100,102,119,39,657,119,657,561
