103,657,59,100,102,123,103,119,33,33,119,123,657,33,103,657,103,657,123,119
33,33,91,657,657,657,657,657,123,657,123,657,103,33,33,33,33,657,33,657
103,33,116,21,118,103,120,122,657,116,118,33,657,123,103,27,33,33,116,22
123,119,123,87,657,123,23,100,102,33,123,33,103,33,119,56,122,33,657,87
4,102,119,33,119,657,84,118,657,33,657,119,657,119,33,91,33,657,657,657
71,123,103,119,33,119,33,103,33,123,119,103,119,123,103,657,123,103,657,33
119,657,33,120,26,103,119,657,33,103,33,657,33,657,27,33,7,33,33,119
657,7,123,103,91,33,103,657,120,122,103,119,103,33,59,657,71,119,657,123
119,71,657,23,657,20,117,22,33,657,33,33,119,33,88,122,119,123,100,102
123,657,657,87,7,87,103,87,123,33,657,103,657,657,33,33,657,33,119,657
119,4,101,101,69,102,119,123,119,120,121,121,122,657,116,118,103,657,657,657
4,70,657,657,33,33,103,23,33,33,119,33,33,120,122,33,33,24,121,122
39,657,103,657,100,102,657,55,33,33,123,657,123,119,33,123,33,91,119,657
68,6,657,116,118,33,116,86,33,214,342,118,33,123,33,33,33,119,657,119
119,39,657,33,120,122,103,123,116,375,247,103,119,33,657,123,103,33,119,123
657,39,657,103,116,118,657,103,123,657,33,123,33,33,103,33,27,33,103,119
100,37,102,123,657,33,33,33,23,123,116,118,33,119,24,121,58,119,33,657
119,71,33,103,33,24,122,33,87,33,103,123,7,33,91,33,91,657,33,119
103,33,657,33,24,90,33,23,657,103,27,198,133,102,119,33,657,119,657,123
33,33,116,118,59,33,116,86,103,33,59,230,231,33,657,123,33,33,119,33
