123,33,55,657,657,657,33,116,118,120,122,657,657,33,120,26,33,116,117,118
657,657,87,33,20,118,103,123,33,103,33,657,123,119,103,91,657,103,123,33
657,119,657,657,87,33,33,100,6,33,116,118,33,33,33,119,657,119,33,119
657,103,657,27,33,123,103,33,71,123,7,657,4,102,27,657,657,657,103,657
123,33,33,88,122,33,657,103,27,119,71,123,39,657,88,122,119,33,33,657
33,103,33,20,117,22,657,119,91,657,123,119,71,119,33,103,657,119,657,119
123,33,123,87,657,87,657,103,33,20,118,123,119,103,657,657,7,657,123,103
657,123,33,33,33,7,657,33,103,87,33,103,33,119,33,657,71,33,103,123
23,103,123,657,33,68,102,657,123,103,120,122,119,123,657,33,119,123,33,119
87,657,657,103,33,218,219,119,33,33,657,103,33,119,103,123,657,119,120,122
123,657,120,122,103,250,378,122,657,103,657,123,103,33,657,119,123,103,33,657
103,123,657,119,33,657,103,116,22,27,100,102,119,103,33,123,657,120,122,119
123,33,123,657,657,33,33,123,87,59,657,119,33,123,23,33,119,33,103,123
119,657,33,33,657,103,33,657,657,91,103,123,33,20,86,33,27,33,657,119
103,27,33,7,33,33,103,33,100,102,33,119,33,87,100,102,59,214,215,103
120,90,33,68,101,102,119,657,33,123,657,103,33,657,657,657,91,246,341,123
657,100,6,33,123,657,100,6,119,657,103,657,657,103,116,117,22,103,84,118
657,123,71,657,119,657,119,39,657,7,33,100,102,123,657,27,84,118,657,657
657,103,33,33,103,123,100,70,123,71,120,122,33,657,119,88,122,100,102,123
103,657,33,119,33,103,119,33,103,657,100,101,102,33,123,657,119,123,119,657
