755,103,55,657,33,119,33,119,657,657,657,33,59,33,100,102,123,119,33,123
20,117,53,118,33,33,119,33,123,657,119,657,88,25,122,119,103,657,119,33
87,27,87,33,33,119,33,657,23,33,123,33,657,91,33,123,119,27,33,119
120,89,122,33,119,7,33,33,55,657,657,27,103,657,116,22,103,91,23,103
119,100,102,119,657,39,33,116,86,123,103,91,33,657,103,87,33,33,84,118
657,27,33,123,657,71,33,33,103,657,119,657,198,199,119,657,103,119,100,102
657,88,122,33,657,123,657,123,116,118,657,657,230,358,102,120,122,657,33,119
33,657,103,657,657,103,33,33,33,27,4,102,33,24,122,657,103,657,657,103
123,103,27,657,123,33,33,103,119,91,71,123,657,59,119,33,657,123,33,657
657,657,91,103,657,119,103,123,33,657,123,7,657,59,33,27,23,100,6,119
119,657,103,33,103,657,33,657,657,116,22,71,657,91,657,59,87,657,39,27
657,657,119,657,657,33,119,33,33,33,87,33,23,33,23,59,657,33,71,91
116,118,123,119,33,103,657,103,120,122,103,33,87,103,87,91,103,657,657,119
120,122,657,27,103,123,119,657,119,33,33,103,33,33,103,657,33,33,23,657
657,33,657,91,23,33,123,33,7,33,116,21,117,117,118,657,119,33,87,657
657,119,657,103,84,22,33,33,71,33,657,55,33,100,102,33,123,7,657,657
657,103,119,120,26,87,657,123,119,103,657,52,118,27,657,33,33,39,33,123
123,119,123,657,91,657,100,102,657,657,657,87,657,91,103,119,33,39,33,657
119,27,33,123,657,657,33,657,657,20,118,33,657,119,123,657,23,39,120,122
103,88,122,116,118,123,103,657,123,55,123,33,657,103,33,123,55,68,102,561
