755,657,33,33,657,33,100,102,59,657,657,657,103,33,103,120,122,119,123,33
119,657,116,22,103,119,33,120,90,33,33,103,119,27,116,117,22,123,33,103
103,657,33,87,33,120,26,119,33,100,102,123,657,91,657,657,84,118,33,33
657,119,657,100,102,33,88,122,657,657,657,657,7,119,33,657,657,103,657,103
23,657,33,119,123,119,33,33,23,33,657,100,70,123,657,116,118,123,103,33
87,33,119,657,657,103,33,20,86,33,657,119,33,657,657,123,7,33,657,119
120,122,657,33,657,119,123,87,33,33,33,103,123,100,102,119,39,123,657,123
657,100,102,657,123,33,100,102,23,657,119,657,657,657,123,657,68,102,33,7
103,33,23,657,103,119,123,20,86,33,33,657,100,6,33,33,657,33,119,71
123,103,87,33,123,7,20,86,33,7,33,20,118,39,119,123,119,657,33,119
657,120,121,122,23,71,87,27,33,71,33,87,4,69,101,101,102,123,23,103
33,119,33,116,85,22,120,89,122,119,103,33,71,657,657,120,26,33,87,123
657,123,23,123,33,84,118,657,657,103,657,119,657,123,119,33,91,119,33,33
119,7,84,118,657,33,123,119,33,123,33,103,119,33,657,657,657,100,102,27
33,71,33,103,657,4,102,657,657,103,120,25,122,657,119,27,116,22,120,90
103,33,119,657,100,70,657,103,33,123,119,91,119,33,657,91,657,87,33,23
33,657,657,103,33,123,657,116,118,103,657,7,657,657,100,102,123,33,116,86
119,123,33,33,657,7,33,657,123,119,33,71,116,22,657,33,657,123,33,103
123,119,123,657,123,71,23,33,657,33,103,33,103,87,33,657,657,7,119,123
119,103,33,119,657,123,55,33,33,33,119,103,657,33,103,119,657,39,123,561
