755,103,657,123,33,123,33,123,33,657,33,39,119,123,103,33,657,55,120,122
657,33,33,100,102,33,103,657,119,657,119,71,33,657,119,657,33,87,7,33
100,102,119,657,123,657,33,123,103,120,122,119,33,33,33,657,119,33,39,123
214,215,103,657,119,7,119,7,119,103,33,33,120,122,33,103,27,119,39,33
246,247,27,119,33,71,33,71,657,657,103,657,214,342,118,657,91,100,70,657
120,121,57,122,657,123,33,33,123,33,33,123,246,247,33,119,7,33,657,103
103,23,91,119,103,33,123,103,657,33,116,118,657,657,100,101,69,101,102,33
116,86,33,657,120,122,657,33,33,657,33,33,33,33,123,119,33,33,657,119
103,123,33,657,23,103,123,657,657,27,657,100,102,33,657,7,657,119,7,33
27,657,119,657,87,657,33,123,657,91,103,123,657,33,123,39,33,657,71,33
88,122,103,657,33,33,27,103,33,103,119,657,27,657,4,70,657,7,657,103
103,33,33,33,33,23,91,119,103,33,657,24,90,119,71,33,100,38,657,657
33,20,118,103,116,85,118,120,121,121,347,377,7,123,657,116,118,68,101,102
657,87,33,123,33,100,102,33,33,103,250,251,71,33,123,657,657,123,119,657
7,123,657,23,33,123,657,657,123,657,657,103,119,100,102,33,123,657,27,103
71,119,123,87,33,33,214,342,118,657,103,123,33,123,657,123,657,119,88,26
657,7,119,33,33,33,246,341,7,33,657,103,33,33,33,33,120,122,103,91
657,71,33,103,657,657,657,87,71,33,103,123,33,657,657,657,119,103,123,103
119,657,33,33,103,123,119,657,33,20,118,33,119,4,102,119,7,657,103,119
657,33,33,657,123,657,103,33,123,55,33,657,657,39,33,33,39,123,33,561
