593,119,103,123,103,119,39,33,100,102,33,33,657,39,59,657,657,103,657,27
59,657,123,103,120,122,71,27,23,27,103,657,4,70,91,119,33,119,24,90
91,119,103,123,119,657,657,91,87,88,122,119,71,33,657,123,119,120,58,119
119,33,657,33,123,198,199,119,7,657,33,123,657,116,117,118,7,119,91,33
103,119,7,657,33,230,231,123,71,33,657,119,27,657,24,122,39,657,119,123
657,33,71,657,33,116,118,33,657,33,23,657,91,657,91,119,71,657,33,119
33,33,120,122,100,5,102,119,123,657,87,4,101,102,657,657,657,657,123,103
119,4,101,102,33,71,119,123,33,657,657,39,123,33,119,657,103,657,103,119
33,71,123,657,33,119,123,119,27,33,100,70,657,33,27,116,22,33,657,27
103,119,33,23,100,102,657,7,91,33,33,33,123,33,91,657,87,27,33,91
123,103,657,87,657,33,123,71,119,657,657,33,657,100,101,102,33,91,116,118
657,33,657,657,33,119,657,657,657,116,118,103,123,657,33,33,33,100,101,102
119,103,657,100,101,102,120,26,7,657,657,119,33,116,118,103,119,657,119,123
123,657,27,33,33,657,33,91,71,23,100,102,123,657,657,123,657,119,33,33
33,119,91,657,27,33,33,657,116,86,657,33,103,123,33,33,27,103,123,657
23,123,23,33,91,119,657,103,33,657,657,657,33,20,118,103,91,657,657,119
84,21,86,123,33,33,103,23,103,657,7,657,116,86,33,119,657,657,119,103
33,87,27,119,657,657,116,86,33,100,70,657,120,122,103,657,123,4,102,657
103,33,88,122,103,23,123,100,102,116,22,123,657,103,120,122,100,70,33,657
123,116,118,657,657,55,33,657,120,122,55,103,119,657,657,119,33,657,119,593
