593,103,657,119,33,123,103,55,59,657,100,101,6,657,33,123,657,120,122,657
657,123,100,102,33,657,116,86,91,33,123,657,71,657,657,103,33,116,118,123
119,657,119,120,122,657,123,33,119,103,657,7,657,657,119,657,123,657,657,657
27,657,33,657,33,33,20,118,218,219,23,71,657,103,657,23,33,103,24,122
59,119,657,27,4,102,87,120,379,251,84,118,103,33,657,55,103,23,91,33
56,121,121,58,71,120,122,657,103,657,657,657,657,123,657,87,33,84,118,657
91,33,657,88,122,657,103,123,657,103,123,103,20,118,657,657,120,25,122,657
33,33,119,657,103,657,23,33,119,657,103,33,87,123,198,199,33,91,119,33
657,33,103,33,657,27,84,118,103,657,27,657,33,33,324,231,33,33,657,657
103,20,118,33,7,56,122,657,657,120,89,347,219,100,70,119,33,657,119,33
116,86,657,100,70,59,657,33,100,102,33,250,185,122,657,7,119,100,102,123
120,26,33,657,119,91,33,116,118,120,26,7,91,103,33,39,33,119,123,657
119,59,657,657,33,214,215,103,657,33,91,71,119,27,119,71,119,657,103,119
103,59,657,103,123,246,247,657,23,123,20,118,33,59,657,24,122,657,123,657
657,59,119,657,119,103,657,123,52,117,86,103,119,91,33,91,33,123,657,123
657,88,122,103,657,33,123,33,55,33,103,119,657,119,7,33,119,657,27,33
33,23,103,23,103,116,118,33,87,7,123,657,23,123,68,101,102,657,91,33
657,87,33,87,123,103,657,33,657,71,33,33,87,33,33,120,122,103,657,657
33,657,27,657,103,123,103,657,657,33,123,657,33,119,657,103,657,119,120,122
103,119,59,119,33,103,120,122,657,123,103,119,33,103,119,657,123,657,103,593
