103,33,100,6,657,657,33,120,122,119,123,657,657,55,39,657,123,657,103,119
33,657,23,71,119,33,119,33,657,657,657,657,123,55,71,123,657,657,657,657
103,657,55,657,657,33,4,102,120,122,657,123,103,87,33,33,119,33,123,33
123,7,87,123,657,27,71,657,33,7,119,657,23,657,7,657,123,103,33,119
33,71,123,119,7,88,122,33,100,70,657,33,87,657,39,119,33,120,121,122
123,33,103,123,71,657,119,657,33,657,120,122,7,657,68,102,657,4,102,119
657,657,23,33,119,33,657,657,119,657,33,657,71,33,657,33,657,71,119,33
103,116,86,100,102,27,657,33,103,119,123,103,657,657,120,122,103,119,103,119
33,123,103,33,120,90,33,657,123,33,103,33,33,657,23,103,657,103,23,27
33,23,120,26,33,33,123,33,116,118,27,119,33,33,55,657,116,21,86,91
116,86,657,88,26,23,657,123,657,33,91,657,33,27,87,657,7,87,657,119
33,100,6,657,91,84,117,118,123,119,103,33,119,59,33,33,71,33,33,33
123,33,71,119,33,103,123,657,657,120,121,122,103,59,103,23,33,103,123,33
657,103,123,100,102,33,657,103,657,657,119,657,33,59,33,52,118,33,103,27
123,119,33,657,33,657,33,120,121,26,103,657,120,89,122,87,33,33,33,91
7,33,4,102,33,123,33,4,102,91,116,117,22,657,7,33,103,657,657,119
68,101,70,27,100,102,33,71,123,33,33,7,87,100,69,102,657,33,120,122
120,122,657,91,657,657,103,657,657,100,101,70,120,121,122,33,123,657,657,657
23,33,4,102,657,119,27,103,119,123,33,33,33,119,103,116,118,33,103,33
87,100,70,123,119,33,59,33,103,33,119,33,657,33,33,103,33,657,123,406
