103,214,215,33,55,103,657,103,119,103,123,33,657,657,123,657,33,657,123,119
657,246,247,103,84,118,120,122,33,657,119,27,119,657,657,123,119,27,657,123
33,657,33,657,103,123,119,657,7,23,103,91,657,20,117,22,120,89,122,23
119,657,33,23,123,657,33,657,71,84,117,118,657,55,123,87,103,657,33,87
657,103,33,87,103,657,119,657,23,33,103,657,103,87,657,657,119,123,657,7
103,120,122,103,24,121,26,103,55,7,23,33,657,657,33,23,123,33,33,71
657,33,116,22,59,103,88,122,87,39,87,123,103,33,20,85,118,657,103,33
103,33,657,87,91,119,657,103,33,68,6,33,123,116,86,33,100,6,27,33
123,33,100,6,657,103,116,118,33,657,71,119,33,657,103,116,118,71,376,219
33,123,33,71,120,122,33,33,103,33,27,100,102,33,33,33,657,120,379,251
657,33,116,118,657,33,657,657,123,33,91,33,120,26,33,7,123,100,102,657
103,123,100,102,33,23,100,102,657,33,657,33,657,59,657,71,33,657,657,119
33,657,23,33,33,55,33,33,103,657,123,103,657,59,103,33,27,119,27,33
657,123,87,33,116,86,657,7,33,103,119,33,657,91,119,657,88,25,89,122
123,657,123,7,33,103,119,71,119,33,123,33,27,7,123,657,657,91,103,33
657,103,119,68,102,33,33,657,657,657,33,657,59,71,119,103,119,33,657,33
103,123,103,33,27,119,120,122,33,33,33,7,88,122,33,119,657,100,102,123
657,657,33,120,89,122,657,657,33,4,101,70,33,657,100,102,23,27,657,657
123,119,657,100,101,102,33,123,657,39,123,116,22,33,119,27,87,88,121,122
103,33,657,657,119,657,123,119,100,70,119,657,55,123,103,59,657,100,102,33
